"2025-04-15T12:36:30.245Z",68.892,-18.791,-30.824,
"2025-04-15T12:36:30.445Z",11.149,-62.394,-61.695,
"2025-04-15T12:36:30.645Z",-13.94,34.073,25.191,
"2025-04-15T12:36:30.845Z",-0.892,15.227,-55.224,
"2025-04-15T12:36:31.045Z",59.007,-97.347,90.074,
"2025-04-15T12:36:31.245Z",62.292,-15.753,96.881,
"2025-04-15T12:36:31.446Z",-14.223,-98.46,-30.236,
"2025-04-15T12:36:31.646Z",-6.153,77.429,79.609,
"2025-04-15T12:36:31.846Z",2.178,33.514,-90.516,
"2025-04-15T12:36:32.048Z",-74.369,99.292,-91.117,
"2025-04-15T12:36:32.248Z",-8.911,73.124,-97.264,
"2025-04-15T12:36:32.448Z",90.997,-90.51,18.31,
"2025-04-15T12:36:32.649Z",-7.419,57.089,94.915,
"2025-04-15T12:36:32.848Z",31.26,-88.518,99.898,
"2025-04-15T12:36:33.049Z",87.026,-70.668,67.352,
"2025-04-15T12:36:33.251Z",39.522,-29.938,33.416,
"2025-04-15T12:36:33.451Z",-87.088,-36.573,77.562,
"2025-04-15T12:36:33.651Z",-5.342,-18.02,-43.523,
"2025-04-15T12:36:33.851Z",21.358,53.684,-9.872,
"2025-04-15T12:36:34.051Z",-80.068,56.276,81.456,
"2025-04-15T12:36:34.251Z",83.098,-90.172,37.524,
"2025-04-15T12:36:34.452Z",-37.648,-96.416,20.663,
"2025-04-15T12:36:34.653Z",-70.551,7.611,4.098,
"2025-04-15T12:36:34.853Z",17.98,62.427,24.399,
"2025-04-15T12:36:35.053Z",-75.202,25.571,29.163,
"2025-04-15T12:36:35.254Z",93.991,99.138,48.694,
"2025-04-15T12:36:35.454Z",87.389,92.666,-32.272,
"2025-04-15T12:36:35.655Z",-17.505,-86.05,-16.048,
"2025-04-15T12:36:35.856Z",83.764,99.445,-33.826,
"2025-04-15T12:36:36.056Z",63.124,30.414,11.513,
"2025-04-15T12:36:36.256Z",-49.88,50.693,-36.586,
"2025-04-15T12:36:36.456Z",-78.091,-86.109,1.754,
"2025-04-15T12:36:36.657Z",-21.925,71.518,30.448,
"2025-04-15T12:36:36.859Z",72.386,22.216,-81.738,
"2025-04-15T12:36:37.060Z",-76.21,-13.379,-55.266,
"2025-04-15T12:36:37.261Z",4.032,73.194,-99.013,
"2025-04-15T12:36:37.462Z",-74.834,-25.955,97.387,
"2025-04-15T12:36:37.663Z",-3.507,-15.605,-94.137,
"2025-04-15T12:36:37.862Z",-92.123,99.329,-6.176,"ERR_1"
"2025-04-15T12:36:38.063Z",85.977,-76.103,29.172,
"2025-04-15T12:36:38.264Z",71.73,0.149,-45.666,
"2025-04-15T12:36:38.463Z",-19.784,91.325,-26.959,
"2025-04-15T12:36:38.663Z",-2.916,83.897,73.148,
"2025-04-15T12:36:38.863Z",45.857,-17.989,94.655,
"2025-04-15T12:36:39.063Z",-15.018,67.622,-11.674,
"2025-04-15T12:36:39.264Z",-75.625,-20.24,-85.76,
"2025-04-15T12:36:39.464Z",-30.23,-85.81,-24.799,
"2025-04-15T12:36:39.664Z",40.134,19.682,72.332,
"2025-04-15T12:36:39.864Z",-42.07,-70.983,93.846,
"2025-04-15T12:36:40.066Z",-15.55,37.275,-34.073,
"2025-04-15T12:36:40.266Z",96.288,57.01,-73.203,"ERR_4"
"2025-04-15T12:36:40.466Z",-39.964,-91.986,-25.573,
"2025-04-15T12:36:40.666Z",-96.746,32.184,28.479,
"2025-04-15T12:36:40.866Z",13.994,-89.831,-58.688,
"2025-04-15T12:36:41.068Z",10.543,85.148,26.404,
"2025-04-15T12:36:41.269Z",-54.941,79.068,-62.996,
"2025-04-15T12:36:41.471Z",-2.143,89.887,66.464,
"2025-04-15T12:36:41.672Z",-71.717,-97.598,7.752,
"2025-04-15T12:36:41.872Z",49.775,19.346,-36.258,
"2025-04-15T12:36:42.073Z",61.173,-2.73,-11.09,
"2025-04-15T12:36:42.273Z",45.791,-48.972,-93.705,
"2025-04-15T12:36:42.473Z",48.717,42.974,17.451,
"2025-04-15T12:36:42.674Z",-87.915,-11.185,-79.222,
"2025-04-15T12:36:42.877Z",-33.74,10.121,30.324,
"2025-04-15T12:36:43.078Z",-13.789,-91.804,-46.127,
"2025-04-15T12:36:43.279Z",9.3,-78.799,-4.685,
"2025-04-15T12:36:43.480Z",-73.812,53.684,-58.888,
"2025-04-15T12:36:43.681Z",25.866,-58.119,67.721,
"2025-04-15T12:36:43.883Z",-19.58,-24.549,74.762,
"2025-04-15T12:36:44.083Z",-68.316,-84.895,61.873,
"2025-04-15T12:36:44.283Z",78.811,55.289,8.536,
"2025-04-15T12:36:44.483Z",41.744,-80.392,28.605,
"2025-04-15T12:36:44.689Z",-50.873,-11.97,-41.106,
"2025-04-15T12:36:44.890Z",-45.58,-81.793,90.424,
"2025-04-15T12:36:45.090Z",5.399,10.71,15.264,
"2025-04-15T12:36:45.290Z",67.213,-3.792,47.604,
"2025-04-15T12:36:45.489Z",-10.451,-7.494,-49.469,
"2025-04-15T12:36:45.690Z",-28.428,56.47,-40.905,
"2025-04-15T12:36:45.890Z",37.342,34.52,-74.018,
"2025-04-15T12:36:46.092Z",1.584,86.461,0.043,
"2025-04-15T12:36:46.293Z",41.942,-37.089,89.268,
"2025-04-15T12:36:46.493Z",-54.592,-11.353,-82.508,
"2025-04-15T12:36:46.694Z",-12.635,87.668,-4.593,
"2025-04-15T12:36:46.894Z",56.517,48.216,96.749,
"2025-04-15T12:36:47.094Z",2.475,-18.351,12.377,
"2025-04-15T12:36:47.294Z",-34.926,-39.52,72.005,
"2025-04-15T12:36:47.495Z",-33.684,27.087,-13.656,
"2025-04-15T12:36:47.695Z",61.971,-58.445,-5.229,
"2025-04-15T12:36:47.896Z",-3.242,81.21,-22.006,
"2025-04-15T12:36:48.096Z",94.349,-41.871,-64.678,
"2025-04-15T12:36:48.297Z",58.552,73.167,30.322,
"2025-04-15T12:36:48.497Z",37.412,-53.436,-56.859,
"2025-04-15T12:36:48.698Z",-10.414,70.814,74.92,
"2025-04-15T12:36:48.898Z",-27.346,32.144,-3.145,
"2025-04-15T12:36:49.098Z",84.571,-34.094,-83.457,
"2025-04-15T12:36:49.298Z",-35.263,-43.659,35.621,
"2025-04-15T12:36:49.498Z",96.026,85.14,29.634,
"2025-04-15T12:36:49.698Z",-38.27,98.785,5.771,
"2025-04-15T12:36:49.898Z",33.077,93.636,13.511,
"2025-04-15T12:36:50.098Z",14.721,56.854,-83.195,
"2025-04-15T12:36:50.299Z",39.729,-45.51,-34.067,
"2025-04-15T12:36:50.499Z",29.546,4.795,33.577,
"2025-04-15T12:36:50.699Z",-63.105,98.974,26.079,
"2025-04-15T12:36:50.900Z",-74.245,-30.327,67.378,
"2025-04-15T12:36:51.100Z",12.221,-4.112,-79.318,
"2025-04-15T12:36:51.300Z",66.451,56.799,-28.527,
"2025-04-15T12:36:51.500Z",-69.741,-38.167,95.738,
"2025-04-15T12:36:51.701Z",94.044,33.148,70.709,
"2025-04-15T12:36:51.902Z",-35.525,16.193,1.161,
"2025-04-15T12:36:52.102Z",9.03,73.959,57.418,
"2025-04-15T12:36:52.302Z",-62.809,-76.511,-32.085,
"2025-04-15T12:36:52.503Z",-89.832,1.089,21.748,
"2025-04-15T12:36:52.703Z",57.437,-41.414,1.624,
"2025-04-15T12:36:52.903Z",-97.543,-21.889,-10.784,
"2025-04-15T12:36:53.104Z",68.708,-27.348,-21.639,
"2025-04-15T12:36:53.303Z",-36.817,97.599,-79.653,
"2025-04-15T12:36:53.504Z",11.388,-65.312,9.266,
"2025-04-15T12:36:53.706Z",-61.498,9.087,-82.82,
"2025-04-15T12:36:53.906Z",70.968,17.313,77.685,
"2025-04-15T12:36:54.105Z",-85.625,32.66,22.14,
"2025-04-15T12:36:54.305Z",-77.681,90.217,41.6,
"2025-04-15T12:36:54.505Z",-30.756,-16.453,-6.721,
"2025-04-15T12:36:54.705Z",77.426,26.58,13.155,
"2025-04-15T12:36:54.905Z",-63.519,92.581,56.297,
"2025-04-15T12:36:55.106Z",88.345,93.581,-79.317,
"2025-04-15T12:36:55.306Z",-32.445,98.488,86.947,
"2025-04-15T12:36:55.506Z",-68.288,-87.099,72.142,"ERR_3"
"2025-04-15T12:36:55.706Z",37.784,-60.817,3.844,
"2025-04-15T12:36:55.906Z",48.353,-19.576,-60.189,
"2025-04-15T12:36:56.107Z",-28.687,-18.07,80.081,
"2025-04-15T12:36:56.307Z",-84.171,93.829,-68.71,
"2025-04-15T12:36:56.507Z",26.96,-91.926,-54.685,
"2025-04-15T12:36:56.707Z",-24.727,40.814,35.425,
"2025-04-15T12:36:56.908Z",-58.57,0.914,91.197,
"2025-04-15T12:36:57.107Z",11.805,-50.601,-72.458,
"2025-04-15T12:36:57.308Z",60.657,28.868,-86.054,
"2025-04-15T12:36:57.508Z",23.516,-72.423,-90.988,
"2025-04-15T12:36:57.708Z",-0.008,62.55,-58.371,
"2025-04-15T12:36:57.908Z",-53.843,-81.654,-12.692,
"2025-04-15T12:36:58.108Z",-76.443,-47.383,12.658,
"2025-04-15T12:36:58.309Z",-76.998,-26.037,27.155,"ERR_4"
"2025-04-15T12:36:58.510Z",-86.589,47.636,4.695,
"2025-04-15T12:36:58.713Z",-86.555,-7.12,23.166,
"2025-04-15T12:36:58.914Z",72.452,26.615,-46.104,
"2025-04-15T12:36:59.114Z",-18.751,-58.968,8.531,
"2025-04-15T12:36:59.315Z",70.9,17.92,-12.784,
"2025-04-15T12:36:59.515Z",-39.743,31.377,-25.203,
"2025-04-15T12:36:59.716Z",37.183,-78.875,16.769,
"2025-04-15T12:36:59.916Z",82.45,35.401,10.49,
"2025-04-15T12:37:00.117Z",-43.868,88.188,-8.069,
"2025-04-15T12:37:00.319Z",36.084,99.51,64.822,
"2025-04-15T12:37:00.520Z",-0.377,-72.254,-79.911,
"2025-04-15T12:37:00.721Z",-28.941,-41.62,-36.691,
"2025-04-15T12:37:00.921Z",-2.58,1.078,-27.4,
"2025-04-15T12:37:01.122Z",-50.482,24.865,19.601,
"2025-04-15T12:37:01.323Z",14.285,32.073,52.873,
"2025-04-15T12:37:01.522Z",-62.673,92.809,-61.017,
"2025-04-15T12:37:01.724Z",-63.32,-35.234,26.445,
"2025-04-15T12:37:01.927Z",83.241,-46.83,49.039,
"2025-04-15T12:37:02.128Z",-73.156,34.501,1.731,
"2025-04-15T12:37:02.327Z",-9.526,-38.896,30.577,
"2025-04-15T12:37:02.527Z",95.741,-41.279,31.796,
"2025-04-15T12:37:02.727Z",-38.611,24.784,-7.181,
"2025-04-15T12:37:02.927Z",-1.81,-59.248,67.866,
"2025-04-15T12:37:03.127Z",58.292,-71.6,25.486,
"2025-04-15T12:37:03.327Z",-11.349,17.69,-54.188,
"2025-04-15T12:37:03.527Z",-55.686,15.726,36.468,
"2025-04-15T12:37:03.728Z",-61.058,88.755,-72.284,
"2025-04-15T12:37:03.928Z",-73.13,9.258,-11.64,"ERR_2"
"2025-04-15T12:37:04.128Z",62.088,-67.8,-11.169,
"2025-04-15T12:37:04.328Z",-82.479,-67.789,34.869,
"2025-04-15T12:37:04.529Z",30.086,11.044,-13.201,
"2025-04-15T12:37:04.728Z",25.983,52.001,-43.61,
"2025-04-15T12:37:04.929Z",-27.517,-77.58,-59.448,
"2025-04-15T12:37:05.129Z",3.808,30.883,-28.551,
"2025-04-15T12:37:05.329Z",32.663,38.846,-1.243,
"2025-04-15T12:37:05.529Z",47.413,95.13,80.963,
"2025-04-15T12:37:05.730Z",53.974,-25.681,-96.187,
"2025-04-15T12:37:05.930Z",-94.611,-76.522,85.915,
"2025-04-15T12:37:06.131Z",81.971,85.795,63.389,
"2025-04-15T12:37:06.332Z",67.184,33.028,-60.247,
"2025-04-15T12:37:06.532Z",-77.818,-77.654,71.978,
"2025-04-15T12:37:06.733Z",-77.638,-73.404,23.698,
"2025-04-15T12:37:06.936Z",80.674,-11.575,-27.162,
"2025-04-15T12:37:07.136Z",25.095,-37.741,-62.312,
"2025-04-15T12:37:07.336Z",33.882,42.99,-65.494,
"2025-04-15T12:37:07.536Z",55.633,23.286,44.89,
"2025-04-15T12:37:07.737Z",67.245,19.857,-5.286,
"2025-04-15T12:37:07.938Z",2.368,72.55,77.717,
"2025-04-15T12:37:08.137Z",-56.682,-46.412,-58.83,
"2025-04-15T12:37:08.338Z",-91.816,30.382,-9.385,
"2025-04-15T12:37:08.537Z",95.486,-83.222,86.705,
"2025-04-15T12:37:08.737Z",-53.432,88.164,-18.117,
"2025-04-15T12:37:08.937Z",43.905,36.38,4.378,
"2025-04-15T12:37:09.138Z",-69.414,-9.106,50.504,
"2025-04-15T12:37:09.339Z",42.841,-13.266,89.451,
"2025-04-15T12:37:09.539Z",64.838,-45.336,63.028,
"2025-04-15T12:37:09.740Z",94.155,88.131,-29.869,
"2025-04-15T12:37:09.941Z",33.986,-69.131,-73.304,
"2025-04-15T12:37:10.141Z",-60.481,-17.522,69.187,
"2025-04-15T12:37:10.341Z",50.596,-39.264,-34.646,
"2025-04-15T12:37:10.541Z",-57.411,76.443,37.015,
"2025-04-15T12:37:10.741Z",-83.194,19.36,-79.103,
"2025-04-15T12:37:10.943Z",-44.027,94.602,-66.229,
"2025-04-15T12:37:11.144Z",-10.838,79.732,47.231,
